"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Runx1",1.91070108461513e-27,0.774160658654201,0.28,0.011,5.77337439727307e-23,"Visceral endoderm","Runx1"
"Stt3a",1.94708640174633e-27,0.612878922595595,0.55,0.201,5.8833162715167e-23,"Visceral endoderm","Stt3a"
"Elf3",2.98873604285838e-27,0.59538647111398,0.269,0.007,9.03076482710088e-23,"Visceral endoderm","Elf3"
"Akap12.1",3.45575900641908e-27,0.981738020216179,0.558,0.207,1.04419214137959e-22,"Visceral endoderm","Akap12"
"Ehd1",4.10480040441833e-27,0.71188978170078,0.556,0.186,1.24030649019904e-22,"Visceral endoderm","Ehd1"
"Hoxb5os.10",4.36666851553172e-27,-1.2967496047885,0.146,0.487,1.31943255865306e-22,"Visceral endoderm","Hoxb5os"
"Slc44a3",4.6744761986018e-27,0.538121174733937,0.252,0.001,1.41243972816952e-22,"Visceral endoderm","Slc44a3"
"Tmc4",6.05578927243896e-27,0.607447829940629,0.334,0.036,1.82981728656016e-22,"Visceral endoderm","Tmc4"
"Plpbp",6.90945364782686e-27,0.670361876335918,0.466,0.123,2.08776051422736e-22,"Visceral endoderm","Plpbp"
"Stard4",7.34163467270477e-27,0.776431949079362,0.578,0.183,2.21834833270447e-22,"Visceral endoderm","Stard4"
"Agtrap",7.97776344724095e-27,0.744916384624082,0.431,0.089,2.41056100321832e-22,"Visceral endoderm","Agtrap"
"Hexb",8.31318834366663e-27,0.598087461589243,0.373,0.063,2.51191298992231e-22,"Visceral endoderm","Hexb"
"Fuca1",8.53709713180599e-27,0.647752119287172,0.444,0.128,2.5795692693465e-22,"Visceral endoderm","Fuca1"
"Ggta1",9.088868153327e-27,0.647780115490592,0.312,0.024,2.74629240120929e-22,"Visceral endoderm","Ggta1"
"Calu",9.51135702134756e-27,0.762442411141746,0.707,0.368,2.87395163757038e-22,"Visceral endoderm","Calu"
"Necap2",1.00563589988832e-26,0.62679225005676,0.409,0.082,3.03862943510254e-22,"Visceral endoderm","Necap2"
"Macroh2a2",1.08507898969521e-26,-0.932812947222987,0.375,0.655,3.27867467526304e-22,"Visceral endoderm","Macroh2a2"
"Atp6ap2",1.11184136677014e-26,0.853387863738592,0.632,0.237,3.35953987383265e-22,"Visceral endoderm","Atp6ap2"
"Hopx",1.1245172682689e-26,0.536816852593784,0.265,0.005,3.3978413778013e-22,"Visceral endoderm","Hopx"
"Sgk1",1.33104524991372e-26,0.661497407232919,0.315,0.027,4.0218863271393e-22,"Visceral endoderm","Sgk1"
"Rab4a",1.51077018493219e-26,0.699803851635235,0.5,0.149,4.5649431907911e-22,"Visceral endoderm","Rab4a"
"Fam3c",1.53064159905391e-26,0.715205013876287,0.547,0.177,4.62498665570131e-22,"Visceral endoderm","Fam3c"
"Bst2",1.63091218482089e-26,0.792324259769049,0.364,0.064,4.9279642576548e-22,"Visceral endoderm","Bst2"
"Slc7a7",1.78230891885162e-26,0.713082483569487,0.3,0.015,5.38542462920205e-22,"Visceral endoderm","Slc7a7"
"Borcs8",1.94600133933235e-26,0.69083398407818,0.437,0.105,5.88003764692662e-22,"Visceral endoderm","Borcs8"
"Slc39a4",1.96422555652958e-26,0.573815921794843,0.282,0.005,5.93510394160977e-22,"Visceral endoderm","Slc39a4"
"Leprotl1",1.98590176607166e-26,0.828811246176386,0.653,0.255,6.00060077636212e-22,"Visceral endoderm","Leprotl1"
"Serpinb6c",2.01335766598282e-26,0.639367070300499,0.246,0.001,6.08356152353369e-22,"Visceral endoderm","Serpinb6c"
"Rnasek",2.3002219649354e-26,0.890729915989222,0.709,0.333,6.9503506892488e-22,"Visceral endoderm","Rnasek"
"Terf1",2.32818040830756e-26,0.753160926895628,0.616,0.284,7.03482992174212e-22,"Visceral endoderm","Terf1"
"Mcee",2.42586522534618e-26,0.566593388410628,0.479,0.171,7.32999436490603e-22,"Visceral endoderm","Mcee"
"Cox7a1",2.73481404954581e-26,0.537242288889388,0.287,0.028,8.26351413210761e-22,"Visceral endoderm","Cox7a1"
"Glud1",3.6274841019283e-26,0.775068880456369,0.681,0.343,1.09608059623866e-21,"Visceral endoderm","Glud1"
"Tcf4",7.79397390931679e-26,-0.964428733371623,0.295,0.59,2.35502715643916e-21,"Visceral endoderm","Tcf4"
"Meox1.8",8.48164829055718e-26,-1.21185291470696,0.091,0.404,2.56281484747476e-21,"Visceral endoderm","Meox1"
"Plac1",8.50940567595882e-26,0.621313400685027,0.269,0.005,2.57120201904772e-21,"Visceral endoderm","Plac1"
"Cope",1.03089421715248e-25,0.656182005662464,0.687,0.351,3.11494996654794e-21,"Visceral endoderm","Cope"
"Pou5f1",1.11967997111347e-25,1.12587004001534,0.338,0.043,3.38322500071645e-21,"Visceral endoderm","Pou5f1"
"Lima1",1.83687123419083e-25,0.629182629210129,0.437,0.127,5.55029012123101e-21,"Visceral endoderm","Lima1"
"Ap1m2",1.86963158230457e-25,0.525094473237389,0.267,0.007,5.6492787890915e-21,"Visceral endoderm","Ap1m2"
"Slc16a1.1",2.82076128115915e-25,0.903422438627575,0.59,0.248,8.52321228715048e-21,"Visceral endoderm","Slc16a1"
"Slc50a1",3.06226463289931e-25,0.594047364368227,0.306,0.03,9.25293881476855e-21,"Visceral endoderm","Slc50a1"
"Morc4",3.06399099406796e-25,0.639850643622405,0.336,0.057,9.25815518767575e-21,"Visceral endoderm","Morc4"
"Zdhhc12",3.30455301702878e-25,0.699449700594563,0.457,0.103,9.98503739625417e-21,"Visceral endoderm","Zdhhc12"
"Igfbp5.3",3.44272138128279e-25,-1.54909878385675,0.261,0.581,1.04025269256841e-20,"Visceral endoderm","Igfbp5"
"Htra1",4.25436440904332e-25,0.716845720994581,0.224,0.003,1.28549874983653e-20,"Visceral endoderm","Htra1"
"Rcn3",4.43720952300383e-25,0.823076058596274,0.584,0.222,1.34074722947084e-20,"Visceral endoderm","Rcn3"
"Dbn1",4.53011596225333e-25,-0.866292110395546,0.106,0.43,1.36881983915447e-20,"Visceral endoderm","Dbn1"
"Hmox1",6.0070832817409e-25,0.637765055906539,0.364,0.071,1.81510028441083e-20,"Visceral endoderm","Hmox1"
"Sat1",6.75890363070505e-25,0.807424560289041,0.429,0.105,2.04227032105384e-20,"Visceral endoderm","Sat1"
"2610528J11Rik",8.05437884239712e-25,0.572448789642147,0.237,0.005,2.43371111101871e-20,"Visceral endoderm","2610528J11Rik"
"Ppic",1.00433272104694e-24,0.792972673382154,0.498,0.129,3.03469174991544e-20,"Visceral endoderm","Ppic"
"Tnfrsf12a",1.24780860981598e-24,0.611539174968946,0.297,0.026,3.77037849541997e-20,"Visceral endoderm","Tnfrsf12a"
"Flnb",1.25376539556216e-24,0.760979448608347,0.453,0.101,3.78837751923062e-20,"Visceral endoderm","Flnb"
"Tmem208",1.31778382285121e-24,0.801931967582548,0.739,0.377,3.98181559912722e-20,"Visceral endoderm","Tmem208"
"Ramp2",1.32790194292486e-24,0.688415086717967,0.425,0.099,4.01238851074176e-20,"Visceral endoderm","Ramp2"
"Echdc2",1.33669173941458e-24,0.66190290078574,0.336,0.061,4.0389477598151e-20,"Visceral endoderm","Echdc2"
"Vcan",1.84614543893304e-24,-0.878857778178079,0.106,0.391,5.57831305828009e-20,"Visceral endoderm","Vcan"
"Cryz",1.95239890347119e-24,0.535305687060806,0.401,0.113,5.89936852672855e-20,"Visceral endoderm","Cryz"
"Dram2",2.06381408334192e-24,0.655758248110753,0.418,0.08,6.23602063422595e-20,"Visceral endoderm","Dram2"
"Chmp2a",2.2162944526422e-24,0.716622681906897,0.754,0.418,6.69675531810367e-20,"Visceral endoderm","Chmp2a"
"Pdia5",2.31905420395698e-24,0.604334200212196,0.36,0.073,7.00725418267641e-20,"Visceral endoderm","Pdia5"
"Lamtor1",2.55397163524271e-24,0.647684551741488,0.799,0.484,7.71708069304938e-20,"Visceral endoderm","Lamtor1"
"Bcap31",2.99918584712549e-24,0.771348465185876,0.776,0.439,9.06233995567438e-20,"Visceral endoderm","Bcap31"
"Derl1",3.03787348565317e-24,0.659443867820985,0.526,0.188,9.17923852424962e-20,"Visceral endoderm","Derl1"
"Fxyd6.2",4.82322690691363e-24,-1.08556584597736,0.142,0.461,1.45738624219302e-19,"Visceral endoderm","Fxyd6"
"Hnrnph1",5.99939399090652e-24,-0.948655307886601,0.442,0.72,1.81277688829231e-19,"Visceral endoderm","Hnrnph1"
"Hint3",6.73326125136529e-24,0.562399598304369,0.425,0.123,2.03452221971254e-19,"Visceral endoderm","Hint3"
"Rex1bd",9.51729224408236e-24,0.622175533358292,0.858,0.654,2.87574502447193e-19,"Visceral endoderm","Rex1bd"
"Sfmbt2",1.19395573691342e-23,0.534761673436025,0.244,0.015,3.60765665465758e-19,"Visceral endoderm","Sfmbt2"
"Pbx1",1.29100732925803e-23,-0.854184524475057,0.131,0.437,3.90090774608605e-19,"Visceral endoderm","Pbx1"
"Hook2",1.33878539520676e-23,0.520183179669859,0.28,0.031,4.04527395015676e-19,"Visceral endoderm","Hook2"
"Ezr.1",1.44164781775721e-23,0.663322930413329,0.528,0.219,4.35608304613517e-19,"Visceral endoderm","Ezr"
"Atraid",1.44477119326142e-23,0.633567939722972,0.64,0.289,4.36552063755869e-19,"Visceral endoderm","Atraid"
"H2-D1",1.51365737542072e-23,0.650111982724136,0.341,0.061,4.57366712557126e-19,"Visceral endoderm","H2-D1"
"H2aj",1.54773729883662e-23,0.891454502252379,0.896,0.65,4.67664302216473e-19,"Visceral endoderm","H2aj"
"Saysd1",1.90749147167267e-23,0.527677613273651,0.356,0.079,5.76367623080615e-19,"Visceral endoderm","Saysd1"
"Atp6ap1",1.91951338993944e-23,0.515359406554092,0.386,0.103,5.80000165904102e-19,"Visceral endoderm","Atp6ap1"
"Gab1",2.18504531341039e-23,0.587037068106059,0.401,0.082,6.60233291900083e-19,"Visceral endoderm","Gab1"
"Yif1a",2.22473989450278e-23,0.5669562638851,0.483,0.175,6.7222740652296e-19,"Visceral endoderm","Yif1a"
"Dhx32",2.23076072676293e-23,0.4925426095249,0.349,0.104,6.74046661198688e-19,"Visceral endoderm","Dhx32"
"Golga4",2.25092637614615e-23,0.638595928023895,0.58,0.262,6.80139913816322e-19,"Visceral endoderm","Golga4"
"AI413582",2.27812465652395e-23,0.559340831742243,0.302,0.029,6.88358146215277e-19,"Visceral endoderm","AI413582"
"Palm3",2.4284673888315e-23,0.654991487552112,0.267,0.016,7.33785706209326e-19,"Visceral endoderm","Palm3"
"Commd3",2.46967348100052e-23,0.741273165866607,0.791,0.457,7.46236539019118e-19,"Visceral endoderm","Commd3"
"Gm32885",2.66984221670383e-23,0.521872835757876,0.235,0.014,8.06719524199229e-19,"Visceral endoderm","Gm32885"
"Mesd",2.77163131491119e-23,0.680335138287717,0.618,0.32,8.37476118113564e-19,"Visceral endoderm","Mesd"
"Rhobtb3",4.2838434824755e-23,-0.917244327402078,0.132,0.468,1.2944061466648e-18,"Visceral endoderm","Rhobtb3"
"Creb3l2",4.79889937341859e-23,0.610464990969001,0.386,0.097,1.45003543467216e-18,"Visceral endoderm","Creb3l2"
"Tspan9",5.02284700900575e-23,0.6351615382369,0.405,0.079,1.51770345224118e-18,"Visceral endoderm","Tspan9"
"Yif1b",5.21953736967653e-23,0.76137216287652,0.694,0.32,1.57713541162146e-18,"Visceral endoderm","Yif1b"
"Renbp",5.43277216526686e-23,0.662144032454762,0.416,0.074,1.64156643745703e-18,"Visceral endoderm","Renbp"
"Tgoln1",7.70993311598602e-23,0.667294391759227,0.498,0.16,2.32963339032634e-18,"Visceral endoderm","Tgoln1"
"Hoxb8.2",7.81739261548026e-23,-0.797580457766651,0.075,0.332,2.36210335269352e-18,"Visceral endoderm","Hoxb8"
"Ppfibp2",7.84605776371265e-23,0.501167599790954,0.25,0.017,2.37076481388342e-18,"Visceral endoderm","Ppfibp2"
"Sms",8.06012099762265e-23,-0.821600543011203,0.136,0.421,2.43544616064166e-18,"Visceral endoderm","Sms"
"Hoxaas3.6",9.62950059996716e-23,-1.52291642189209,0.142,0.409,2.90964990128608e-18,"Visceral endoderm","Hoxaas3"
"Fzd2",9.64614924806692e-23,-0.964965383917245,0.164,0.499,2.9146804567959e-18,"Visceral endoderm","Fzd2"
"Gsr",1.01795025358957e-22,0.885574989736851,0.631,0.3,3.07583848624623e-18,"Visceral endoderm","Gsr"
"Mpp1",1.03294672310415e-22,0.461517296685448,0.297,0.049,3.1211518185315e-18,"Visceral endoderm","Mpp1"
"Tinagl1",1.2588207393399e-22,0.578822895424125,0.228,0.005,3.80365274598943e-18,"Visceral endoderm","Tinagl1"
"Vps29",1.34170218946234e-22,0.714018301505448,0.804,0.531,4.05408733567941e-18,"Visceral endoderm","Vps29"
"Derl2",1.69929556003457e-22,0.502810829615867,0.429,0.138,5.13459146420047e-18,"Visceral endoderm","Derl2"
"H1f5",1.75401341831121e-22,-1.49879896726143,0.373,0.631,5.29992694476916e-18,"Visceral endoderm","H1f5"
"Sqstm1",2.13637521009554e-22,0.55413658218198,0.422,0.126,6.45527133482469e-18,"Visceral endoderm","Sqstm1"
"Mtmr7",2.1850747373887e-22,0.517375323143927,0.291,0.032,6.6024218264937e-18,"Visceral endoderm","Mtmr7"
"Fbn2.2",2.45401856810734e-22,-0.94717122867091,0.088,0.403,7.41506250539313e-18,"Visceral endoderm","Fbn2"
"Ostc",2.57511487336909e-22,0.697049939073721,0.907,0.65,7.78096710137203e-18,"Visceral endoderm","Ostc"
"Nxf7",2.74996753743774e-22,0.553960437143055,0.22,0.001,8.30930191112187e-18,"Visceral endoderm","Nxf7"
"Prss8",2.82798497580304e-22,0.428532248857376,0.226,0.015,8.54503940288647e-18,"Visceral endoderm","Prss8"
"Taf7",2.83673504819674e-22,0.68504730153721,0.715,0.383,8.57147862163128e-18,"Visceral endoderm","Taf7"
"Syngr1",3.58965500549908e-22,0.597701398102509,0.328,0.046,1.0846501564616e-17,"Visceral endoderm","Syngr1"
"Atp6v1g1",3.74976713656415e-22,0.667547833633466,0.909,0.69,1.13302963798422e-17,"Visceral endoderm","Atp6v1g1"
"Rpn2",3.83319497692504e-22,0.680735833365551,0.724,0.418,1.15823819422767e-17,"Visceral endoderm","Rpn2"
"Sgpl1",3.9548700676947e-22,0.600388260092909,0.386,0.086,1.19500353965463e-17,"Visceral endoderm","Sgpl1"
"Cmtm4",4.15661585939869e-22,0.659714508301654,0.42,0.106,1.25596304807591e-17,"Visceral endoderm","Cmtm4"
"Tex261",4.31524841782587e-22,0.618819980228018,0.608,0.278,1.30389546193027e-17,"Visceral endoderm","Tex261"
"Mtus1",4.3849116751001e-22,0.424053712599249,0.218,0.011,1.32494491174825e-17,"Visceral endoderm","Mtus1"
"Sin3b",4.51364380915349e-22,0.684276284173547,0.817,0.538,1.36384261337382e-17,"Visceral endoderm","Sin3b"
"Fscn1",4.57198359627745e-22,-0.821614139173088,0.373,0.615,1.38147056345119e-17,"Visceral endoderm","Fscn1"
"Tle5.1",5.05778304635284e-22,0.609528008590298,0.511,0.176,1.52825972528597e-17,"Visceral endoderm","Tle5"
"Pld3",5.41554691994069e-22,0.468797441203644,0.269,0.037,1.63636165732928e-17,"Visceral endoderm","Pld3"
"Cyp26a1",5.4638616209803e-22,0.697570621555308,0.323,0.049,1.65096042739541e-17,"Visceral endoderm","Cyp26a1"
"Slc9a6",1.0077859406005e-21,0.546843181085479,0.313,0.034,3.04512599811846e-17,"Visceral endoderm","Slc9a6"
"Cpox",1.09485175452198e-21,0.479645749055471,0.366,0.105,3.30820406146362e-17,"Visceral endoderm","Cpox"
"Cdca7",1.22000525537717e-21,-0.839030131856903,0.28,0.539,3.68636787964766e-17,"Visceral endoderm","Cdca7"
"Hnrnph3.2",1.31331245803231e-21,-0.863234269958396,0.295,0.573,3.96830492319043e-17,"Visceral endoderm","Hnrnph3"
"Erlin2",1.40233504148168e-21,0.438825100602723,0.358,0.116,4.23729556134103e-17,"Visceral endoderm","Erlin2"
"Fxyd3",1.51844931439879e-21,0.534455868616683,0.211,0.002,4.58814644838738e-17,"Visceral endoderm","Fxyd3"
"F2",1.51844931439879e-21,0.471698721157296,0.203,0.001,4.58814644838738e-17,"Visceral endoderm","F2"
"Crabp2.6",1.81765078276388e-21,-1.60094809513801,0.285,0.553,5.49221360519935e-17,"Visceral endoderm","Crabp2"
"Atp6v1a",2.42811717715319e-21,0.66304623079724,0.604,0.271,7.33679886248609e-17,"Visceral endoderm","Atp6v1a"
"Pdcd6ip",3.14167852995715e-21,0.638591591068341,0.537,0.211,9.49289584611854e-17,"Visceral endoderm","Pdcd6ip"
"Insig1",3.4198724611214e-21,0.654752441995451,0.429,0.152,1.03334866285244e-16,"Visceral endoderm","Insig1"
"Xpnpep1",4.11964485200588e-21,0.62240354785706,0.565,0.242,1.2447918884821e-16,"Visceral endoderm","Xpnpep1"
"As3mt",4.36944256191255e-21,0.5471671459671,0.291,0.021,1.3202707645075e-16,"Visceral endoderm","As3mt"
"Hsd17b11",4.46542105099411e-21,0.467303548882893,0.254,0.029,1.34927162476838e-16,"Visceral endoderm","Hsd17b11"
"Rnpep",4.7601682583324e-21,0.566698213420153,0.354,0.077,1.43833244093772e-16,"Visceral endoderm","Rnpep"
"Tshz1",5.10387949888122e-21,-0.75279995482397,0.082,0.337,1.54218822938195e-16,"Visceral endoderm","Tshz1"
"Rnh1",5.83236355250505e-21,0.527403245501872,0.451,0.151,1.76230697102493e-16,"Visceral endoderm","Rnh1"
"Twf2",5.84850316962343e-21,0.533789387893727,0.394,0.102,1.76718371773342e-16,"Visceral endoderm","Twf2"
"Fbxo15",6.21001242046552e-21,0.563208445233971,0.224,0.013,1.87641735296786e-16,"Visceral endoderm","Fbxo15"
"Rap2c",7.2622484933788e-21,0.830581912489479,0.504,0.16,2.19436100475934e-16,"Visceral endoderm","Rap2c"
"Anxa7",7.47707429317383e-21,0.497227420703348,0.302,0.049,2.25927276842541e-16,"Visceral endoderm","Anxa7"
"Acadl",8.18642421840777e-21,0.648737152831591,0.459,0.133,2.47360994183409e-16,"Visceral endoderm","Acadl"
"Dcxr",8.90842690928354e-21,0.617984791253256,0.345,0.07,2.69177027490912e-16,"Visceral endoderm","Dcxr"
"Mien1",9.32910698214254e-21,0.659938192359107,0.649,0.31,2.81888296572419e-16,"Visceral endoderm","Mien1"
"Cuta",9.70207959106331e-21,0.647827486947928,0.785,0.453,2.93158036923569e-16,"Visceral endoderm","Cuta"
"Hoxb2",1.31881648251203e-20,-0.699005740327564,0.073,0.326,3.98493588355836e-16,"Visceral endoderm","Hoxb2"
"Tmbim4",1.45604694430933e-20,0.610218317729924,0.588,0.265,4.39959144692507e-16,"Visceral endoderm","Tmbim4"
"Calm3",1.45979460028256e-20,0.572258805244455,0.849,0.635,4.41091536421377e-16,"Visceral endoderm","Calm3"
"Ubl4a",1.6249445008344e-20,0.572174439548838,0.599,0.276,4.90993230372121e-16,"Visceral endoderm","Ubl4a"
"Mfsd1",1.68503937461854e-20,0.726976592631555,0.455,0.123,5.09151497434738e-16,"Visceral endoderm","Mfsd1"
"Amdhd2",1.80526110677888e-20,0.456919453517161,0.289,0.056,5.45477696024306e-16,"Visceral endoderm","Amdhd2"
"Colgalt1",2.10588079167199e-20,0.705898532678025,0.53,0.194,6.36312940011608e-16,"Visceral endoderm","Colgalt1"
"Chd7",2.15923709203931e-20,-0.88728039143452,0.278,0.543,6.52435079730598e-16,"Visceral endoderm","Chd7"
"Plat",2.56497202942593e-20,0.423395610764167,0.291,0.075,7.7503194841134e-16,"Visceral endoderm","Plat"
"Dnajc3",2.56680689760175e-20,0.733031908710681,0.591,0.25,7.75586372179344e-16,"Visceral endoderm","Dnajc3"
"Prr13",3.07585326079423e-20,0.478780648438452,0.358,0.103,9.29399821281586e-16,"Visceral endoderm","Prr13"
"Morf4l2",3.22815532876449e-20,0.662032566246028,0.81,0.59,9.75419414139479e-16,"Visceral endoderm","Morf4l2"
"Naga",3.84705901065443e-20,0.430355812233878,0.241,0.031,1.16242735065934e-15,"Visceral endoderm","Naga"
"Mfge8",3.92181167772382e-20,0.591638259942436,0.44,0.164,1.18501461654103e-15,"Visceral endoderm","Mfge8"
"Pmepa1",4.02773782930497e-20,0.575117472170668,0.244,0.021,1.21702126250279e-15,"Visceral endoderm","Pmepa1"
"Atp6v1c1",4.91981890390227e-20,0.455758028358751,0.42,0.149,1.48657248000311e-15,"Visceral endoderm","Atp6v1c1"
"Gns",5.12994378754666e-20,0.472601578598793,0.349,0.087,1.5500638148451e-15,"Visceral endoderm","Gns"
"Kdelr2",6.38909703554397e-20,0.623117068114029,0.772,0.468,1.93052956025997e-15,"Visceral endoderm","Kdelr2"
"Psap",7.11612752088145e-20,0.587424439305324,0.457,0.152,2.15020909170954e-15,"Visceral endoderm","Psap"
"Creg1",7.26865223986236e-20,0.537680984458504,0.448,0.149,2.19629596079681e-15,"Visceral endoderm","Creg1"
"Exoc6",7.50860793096593e-20,0.42608623001746,0.256,0.038,2.26880097242066e-15,"Visceral endoderm","Exoc6"
"Hnf1b",1.23315011692015e-19,0.419044085598624,0.228,0.01,3.72608639328591e-15,"Visceral endoderm","Hnf1b"
"Arpc1b",1.36116274434743e-19,0.623919262875269,0.513,0.196,4.11288934832021e-15,"Visceral endoderm","Arpc1b"
"Fndc3c1",1.75248768134814e-19,-0.631069093314987,0.056,0.287,5.29531677796155e-15,"Visceral endoderm","Fndc3c1"
"Ninj1",1.90458309925464e-19,0.503129783628166,0.3,0.05,5.75488829270783e-15,"Visceral endoderm","Ninj1"
"Cobll1",1.91151630653142e-19,0.432158127125841,0.224,0.006,5.77583767181533e-15,"Visceral endoderm","Cobll1"
"Edem2",1.95188878814127e-19,0.415609778985588,0.293,0.066,5.89782716224765e-15,"Visceral endoderm","Edem2"
"Hdlbp",2.31114780003688e-19,0.553429798016113,0.836,0.596,6.98336419259143e-15,"Visceral endoderm","Hdlbp"
"Dnmt3b",3.11489895200034e-19,0.626007759083876,0.429,0.15,9.41197867336423e-15,"Visceral endoderm","Dnmt3b"
"Atp1a1",3.81433046730782e-19,0.729061802234311,0.709,0.386,1.15253809400173e-14,"Visceral endoderm","Atp1a1"
"Mpv17",4.17006126181139e-19,0.543394669049115,0.384,0.097,1.26002571086893e-14,"Visceral endoderm","Mpv17"
"Chmp2b",4.69476952157111e-19,0.48449592792805,0.507,0.201,1.41857155863793e-14,"Visceral endoderm","Chmp2b"
"Card19",4.89123295888397e-19,0.376904557682941,0.263,0.053,1.47793495085638e-14,"Visceral endoderm","Card19"
"Dnmt3l",4.93108025689294e-19,0.515019605014659,0.213,0.006,1.48997521042277e-14,"Visceral endoderm","Dnmt3l"
"Tmem214",4.9332470672762e-19,0.393099510612069,0.336,0.105,1.49062993384818e-14,"Visceral endoderm","Tmem214"
"Gpr137b",5.25801530029729e-19,0.45901883634164,0.257,0.048,1.58876190313783e-14,"Visceral endoderm","Gpr137b"
"Tmem106b",5.59164272242322e-19,0.46927030112422,0.341,0.088,1.6895707650074e-14,"Visceral endoderm","Tmem106b"
"Tmem51",6.16936340178885e-19,0.38133679310186,0.215,0.008,1.86413484548452e-14,"Visceral endoderm","Tmem51"
"Zfp622",6.18719973784734e-19,0.519081517410966,0.511,0.22,1.86952427278795e-14,"Visceral endoderm","Zfp622"
"Auts2",6.21738836145231e-19,-0.730336732925605,0.067,0.323,1.87864606729643e-14,"Visceral endoderm","Auts2"
"Zfp42",7.04184579566895e-19,0.403727616927161,0.244,0.025,2.12776412561933e-14,"Visceral endoderm","Zfp42"
"Ldlrap1",7.05584493963282e-19,0.45876153416408,0.231,0.026,2.13199410695945e-14,"Visceral endoderm","Ldlrap1"
"Sar1a",7.27420436830418e-19,0.698594988329528,0.72,0.384,2.19797359192679e-14,"Visceral endoderm","Sar1a"
"Sap30",7.57182198908312e-19,-0.737954785824609,0.172,0.435,2.28790173222136e-14,"Visceral endoderm","Sap30"
"Arpc4",8.28215120645011e-19,0.524001472636207,0.666,0.361,2.50253480854097e-14,"Visceral endoderm","Arpc4"
"Prtg",1.06272806654811e-18,-0.96867378857355,0.403,0.66,3.21113912588177e-14,"Visceral endoderm","Prtg"
"Sec62",1.09306674203192e-18,0.604868348420063,0.864,0.659,3.30281046772365e-14,"Visceral endoderm","Sec62"
"Pcbp4.1",1.27616122403812e-18,-0.835779960438645,0.293,0.553,3.85604875455359e-14,"Visceral endoderm","Pcbp4"
"Lman1",1.29066924356808e-18,0.617191767029252,0.832,0.559,3.8998861863653e-14,"Visceral endoderm","Lman1"
"Fam114a1",1.33056350376337e-18,0.437435905029509,0.239,0.027,4.02043068297139e-14,"Visceral endoderm","Fam114a1"
"Cdk2ap1.1",1.50980373311334e-18,-0.844113235179536,0.28,0.544,4.56202295997527e-14,"Visceral endoderm","Cdk2ap1"
"Rcan1",1.70796289269208e-18,0.469498532697949,0.308,0.059,5.16078067655839e-14,"Visceral endoderm","Rcan1"
"Lactb2",1.80534842321823e-18,0.535212866130858,0.429,0.145,5.45504079559621e-14,"Visceral endoderm","Lactb2"
"Triml1",2.15683707750063e-18,0.434424576176229,0.207,0.006,6.51709891337591e-14,"Visceral endoderm","Triml1"
"Lef1.3",2.16044248906122e-18,-0.659082384522463,0.06,0.261,6.52799302494739e-14,"Visceral endoderm","Lef1"
"Creb3",2.17013437905325e-18,0.433002595841533,0.274,0.051,6.55727803974731e-14,"Visceral endoderm","Creb3"
"Rffl",2.20857703033176e-18,0.380424323183714,0.226,0.022,6.67343635485044e-14,"Visceral endoderm","Rffl"
"Zfp503",2.23636630223728e-18,-0.75834735786228,0.131,0.38,6.75740441884015e-14,"Visceral endoderm","Zfp503"
"Xbp1",2.54179815474074e-18,0.516898527490207,0.386,0.108,7.68029730436463e-14,"Visceral endoderm","Xbp1"
"Cox17",2.80424926966422e-18,0.501802173882873,0.756,0.491,8.4733195932174e-14,"Visceral endoderm","Cox17"
"Ebp",3.36743830174639e-18,0.671840905568802,0.53,0.203,1.01750515725569e-13,"Visceral endoderm","Ebp"
"Golgb1",3.70562461536284e-18,0.574834301517146,0.674,0.374,1.11969153377804e-13,"Visceral endoderm","Golgb1"
"Acot13",3.92618490575022e-18,0.655130060174373,0.599,0.237,1.18633603112149e-13,"Visceral endoderm","Acot13"
"Vps28",4.26399468529476e-18,0.579582214708841,0.604,0.278,1.28840863410866e-13,"Visceral endoderm","Vps28"
"Frrs1",4.59799559268195e-18,0.422183932159097,0.231,0.031,1.38933034828478e-13,"Visceral endoderm","Frrs1"
"Lsr",4.83011417061733e-18,0.588862119612388,0.409,0.102,1.45946729779373e-13,"Visceral endoderm","Lsr"
"Fhl1.1",6.1328432738783e-18,0.562966258030281,0.479,0.18,1.85309992363507e-13,"Visceral endoderm","Fhl1"
"Map1b.3",6.15513805088309e-18,-0.835533372021166,0.284,0.499,1.85983651345483e-13,"Visceral endoderm","Map1b"
"Lamp2",6.75082501308196e-18,0.62931241021101,0.549,0.241,2.03982928595284e-13,"Visceral endoderm","Lamp2"
"Galnt2",8.9303965407286e-18,0.59421806726865,0.446,0.148,2.69840861874655e-13,"Visceral endoderm","Galnt2"
"Sirt2",9.31299537259028e-18,0.43663790019234,0.394,0.135,2.81401468178188e-13,"Visceral endoderm","Sirt2"
"Vangl1",9.76550710901281e-18,0.441557665455325,0.274,0.059,2.95074562805931e-13,"Visceral endoderm","Vangl1"
"Hoxb4.2",1.05613817669036e-17,-0.708914800253308,0.099,0.332,3.19122711468759e-13,"Visceral endoderm","Hoxb4"
"Gipc1",1.14100871442203e-17,0.586659923907904,0.701,0.403,3.44767193149759e-13,"Visceral endoderm","Gipc1"
"Rer1",1.27944645799782e-17,0.566697481389731,0.743,0.443,3.8659754174862e-13,"Visceral endoderm","Rer1"
